From,To,Agency,Discipline,OP/MT,Location,Equip. / Syst.,Delay Description,Duration,Hours,Date
05:25,05:40,E&A,E&A,MT,Finishing Area,Cut To Length,under shoot in line 02 - last bar with 59 m discharged in the entry of cb,0:15, 0.25 ,30/09/2022,night
11:02,11:12,E&A,E&A,MT,,Hot Metal Detector ,one billet auto chopped due to cobble detection at CB entry - the last bar dischrgeed near than Hot Metal Detector  28 of line 2A,0:10, 0.17 ,01/10/2022,morning
12:31,12:39,E&A,E&A,MT,Finishing Area,DC Link,Ccl area full - DC link of finishing area not ready,0:08, 0.13 ,01/10/2022,morning
22:31,22:40,MECH,MECH,MT,,Twin Channel ,stop rolling - bar got hit in Twin Channel ,0:09, 0.15 ,01/10/2022,evening
06:35,06:44,MECH,MECH,MT,Finishing Area,Bundling Area,change roller alignment chaine of Bundling area by mech-team,0:09, 0.15 ,01/10/2022,night
08:00,08:26,E&A,E&A,MT,Finishing Area,Cold Shear,Ccl area full - upper blade of cold shear set in down position(auto mode) than caused front end of layer hit it,0:26, 0.43 ,02/10/2022,morning
10:44,10:59,E&A,E&A,MT,,DCVAH Line 02 Drive,One billet Auto chopped line 02 - DCVAH line 02 drive got trip and caused Cobble in CB,0:14, 0.23 ,03/10/2022,morning
17:30,19:15,E&A,E&A,MT,Finishing Area,Cold Shear,CCL Area almost Full - DC Link finishing Tripped ; layer 212 bars and stucked in under of cold shear which cant cut it,1:45, 1.75 ,03/10/2022,Afternoon
19:43,19:52,E&A,E&A,MT,Finishing Area,DC Link,CCL Area Full - DC link of vertical transfert got tripped,0:09, 0.15 ,03/10/2022,evening
04:03,04:15,E&A,E&A,MT,,Twin Channel ,1.5 billet auto chopped - Twin Channel  1b tripped,0:12, 0.20 ,05/10/2022,night
11:45,11:58,MECH,MECH,MT,Mill Area,Stand 07,stop rolling - stand 07 spindel support not ok,0:13, 0.22 ,07/10/2022,morning
16:04,17:45,MECH,MECH,MT,Mill Area,Stand 15,"stop rolling - bottom bearing of Stand 15 too much hot , grease lubrication not coming from the base to stand 15",1:41, 1.68 ,07/10/2022,Afternoon
07:19,07:29,E&A,E&A,MT,Finishing Area,Cut To Length,Over Shoot line 01 - cobble detected in exit of CB in the last bar,0:10, 0.17 ,07/10/2022,night
07:43,07:57,E&A,E&A,MT,Finishing Area,Transfert Table Chain Trip,CCL Area Almost full - transfert table chain Tripped,0:14, 0.23 ,07/10/2022,night
08:33,08:50,E&A,E&A,MT,,Hot Metal Detector ,"one billet autochopped both line - alarm coming : Hot Metal Detector  18 , 19 and 22 vision fault",0:17, 0.28 ,08/10/2022,morning
04:00,04:15,E&A,E&A,MT,Mill Area,Stand 10,cobble after stand 10 - two billet come closer due to interbillet reduced to 0.3 sec ( set 5 sec),0:15, 0.25 ,08/10/2022,night
00:27,00:36,E&A,E&A,MT,Mill Area,Stand 14,stand 14 horizontal gearbox lubrication min oil flow,0:09, 0.15 ,09/10/2022,night
05:40,06:20,MECH,MECH,MT,,Twin Channel ,one bar stuck in Twin Channel  1A and 1B,0:40, 0.67 ,10/10/2022,night
06:48,07:00,E&A,E&A,MT,Finishing Area,Cut To Length,one billet auto chopped due to over shoot 1A,0:12, 0.20 ,10/10/2022,night
07:30,07:49,MECH,MECH,MT,,Twin Channel ,too much bars snack bars in CB hit inside Twin Channel  - one bar stuck in Twin Channel  1A,0:19, 0.32 ,10/10/2022,night
08:36,09:20,MECH,MECH,MT,,Twin Channel ,over shoot line A1 (73m) - Bar stuck inside the Twin Channel ,0:44, 0.73 ,11/10/2022,morning
05:30,05:39,E&A,E&A,MT,Mill Area,Fast Finishing Block ,no rolling - problem in proximity of accumulator line 02,0:09, 0.15 ,11/10/2022,night
12:38,12:58,E&A,E&A,MT,Finishing Area,DCVR,One billet auto chop due to DCVR tripped - DCVR line 1 tripped,0:20, 0.33 ,13/10/2022,morning
14:01,14:13,E&A,E&A,MT,Finishing Area,DCVR,Half billet auto chopped - dcvr diverter line 1 position encoder fault,0:12, 0.20 ,13/10/2022,Afternoon
17:45,17:55,E&A,E&A,MT,Finishing Area,DCVR,one billet auto chop - DCVR diverter line 1 position encoder fault,0:10, 0.17 ,13/10/2022,Afternoon
19:13,19:35,E&A,E&A,MT,Finishing Area,DCVR,one billet auto chop - DCVR line 1 tripped,0:22, 0.37 ,13/10/2022,evening
20:23,20:29,E&A,E&A,MT,Finishing Area,Tying Machine,ccl area full - Tying Machine not working properly,0:06, 0.10 ,13/10/2022,evening
11:37,12:02,E&A,E&A,MT,,Shear 01,no rolling as shear one probleme - shear one not cut the tail,0:25, 0.42 ,14/10/2022,morning
00:57,01:15,E&A,E&A,MT,Finishing Area,Tracking Failure,last bar of 60 meter over shoot in line 2 - Tracking failure,0:18, 0.30 ,15/10/2022,night
08:53,09:30,E&A,E&A,MT,Finishing Area,Extraction Trolley,"ccl area full,trolley problem switch fault - call ele -team to check the problem",0:37, 0.62 ,07/11/2022,morning
10:39,10:55,E&A,E&A,MT,Finishing Area,Tail Breaker,1.5 billets autochopped - tail Braker 2 b got trip,0:16, 0.27 ,08/11/2022,morning
16:40,18:25,MECH,MECH,MT,Finishing Area,Tail Breaker,2 time over shoot line 01 - speed reference of tb line 01 desable :cylinder TB 1b closed not working,1:45, 1.75 ,08/11/2022,Afternoon
00:17,00:37,MECH,MECH,MT,Furnace Area,Furnace,request from mechanichal team to stop rolling - oil leack in furnace kick off,0:20, 0.33 ,08/11/2022,night
01:00,01:14,E&A,E&A,MT,Finishing Area,Tail Breaker,"one billet chopped and one rejected - tail breacker 2B drive tripped , tripprd 3 times during the shift",0:14, 0.23 ,08/11/2022,night
05:24,08:00,MECH,MECH,MT,Mill Area,Stand 11,noise from stand 11 - cardan get hot and damaged,2:36, 2.60 ,08/11/2022,night
10:00,14:35,MECH,MECH,MT,Mill Area,Stand 11,no rolling: mechanichal team make a change for bearing cardan of sd#11 - bearing cardan was damaged,4:35, 4.58 ,09/11/2022,morning
15:12,15:24,E&A,E&A,MT,,DC Link E20-MCS,stop roling - dc link of E20-MCS01 got trip,0:12, 0.20 ,09/11/2022,Afternoon
15:47,15:49,E&A,E&A,MT,Finishing Area,DCVR,half billet chopped in CVR line 02 - DCVR stay in chopping position whitout alarm,0:02, 0.03 ,09/11/2022,Afternoon
05:27,05:36,E&A,E&A,MT,,Photo Cell,CCL area full - PH 5 keep sensening without material exist,0:09, 0.15 ,09/11/2022,night
16:44,16:52,E&A,E&A,MT,Mill Area,Stand 03,mill not ready - Stand 03 spindle support unlocked,0:08, 0.13 ,10/11/2022,Afternoon
12:30,12:35,E&A,E&A,MT,Finishing Area,Tying Machine ,ccl area full - taying machine out of service,0:05, 0.08 ,12/11/2022,morning
14:52,15:07,MECH,MECH,MT,,Transfert Table,CCL area full - transfer chain of table stopped,0:15, 0.25 ,12/11/2022,Afternoon
11:08,11:35,MECH,MECH,MT,,CVR 02,cobble in looper of CVR 2 - movable roller of looper stuck,0:27, 0.45 ,13/11/2022,morning
10:07,10:20,E&A,E&A,MT,Mill Area,Hot Metal Detector s,"2 billet auto chopped , stand 14 downstream Hot Metal Detector  continuity alarm - Hot Metal Detector  14 flickered",0:13, 0.22 ,14/11/2022,morning
16:00,16:22,E&A,E&A,MT,Mill Area,Looper,"stop rolling ,finale producte problem, checking the mill ,and Fast Finishing Block ,cvr - lopper of cvr1 and 2 going down and caused finale producte without L-rib",0:22, 0.37 ,14/11/2022,Afternoon
07:31,07:46,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to cobble detected at exit cooling bed - the last bar of 73m over shoot in line 1,0:15, 0.25 ,14/11/2022,night
17:10,17:26,E&A,E&A,MT,Finishing Area,Tail Breaker,"one billet auto chopped, cobble detected in cb - TB 2b got trip",0:16, 0.27 ,15/11/2022,Afternoon
21:28,21:39,E&A,E&A,MT,Finishing Area,Tail Breaker,1.4 billet auto chopped - Tail braker 2b tripped,0:11, 0.18 ,15/11/2022,evening
00:21,00:27,E&A,E&A,MT,Mill Area,Hot Metal Detector s,0.8 billet auto chopped - Alarm:Stand 15 downstream Hot Metal Detector  continuity alarm,0:06, 0.10 ,15/11/2022,night
04:01,04:07,E&A,E&A,MT,Mill Area,Hot Metal Detector s,0.8 billet auto chopped - Alarm:Stand 15 downstream Hot Metal Detector  continuity alarm,0:06, 0.10 ,15/11/2022,night
08:18,08:26,E&A,E&A,MT,Mill Area,Hot Metal Detector s,"One billet auto chopped - Stand 16 downstream line 2 Hot Metal Detector  continuity alarm due to no Cooling water of Hot Metal Detector  21,22 fixed cooling water of bypass before Hot Metal Detector 21,22",0:08, 0.13 ,18/11/2022,morning
20:30,20:52,MECH,MECH,MT,Finishing Area,Transfert Table,ccl area full - chaine of transfert table was damaged,0:22, 0.37 ,18/11/2022,evening
11:12,14:30,E&A,E&A,MT,Furnace Area,Furnace,Furnace not ready due to walking beam command timeout - plate for fixing temposoncs cylinder was bended of walking beam prancipal cylindre,3:18, 3.30 ,19/11/2022,morning
18:20,18:28,E&A,E&A,MT,Finishing Area,Photo Cell,Ccl area full - one bundle going smaller with one layer,0:08, 0.13 ,19/11/2022,evening
21:07,21:15,MECH,MECH,MT,Finishing Area,Tying Machine ,ccl area full - oil leakage from TM 01,0:08, 0.13 ,19/11/2022,evening
02:31,02:59,E&A,E&A,MT,Furnace Area,Furnace,"mill not reday ,one billet rejected .. - reject table roller stopped emerg- reject table lever not in low position",0:28, 0.47 ,19/11/2022,night
16:58,17:04,E&A,E&A,MT,Mill Area,Hot Metal Detector s,one billets autochopped - continuity alarm from stand 14 Hot Metal Detector ,0:06, 0.10 ,20/11/2022,Afternoon
00:02,00:04,E&A,E&A,MT,Mill Area,Hot Metal Detector s,1 billet auto chopped - stand 14 Hot Metal Detector  continuty alarm,0:02, 0.03 ,20/11/2022,night
06:57,07:03,E&A,E&A,MT,Furnace Area,Furnace,1 billet rejected - furnace discharging roller got trip,0:06, 0.10 ,20/11/2022,night
08:00,08:11,E&A,E&A,MT,Furnace Area,Furnace,"Mill not ready, exit of furnace area stop - E20MC DC link trip",0:11, 0.18 ,21/11/2022,morning
07:08,07:15,E&A,E&A,MT,Mill Area,Hot Metal Detector s,2 billet autochopped - Stand 15 Hot Metal Detector  continuty alarm,0:07, 0.12 ,21/11/2022,night
19:38,19:56,E&A,E&A,MT,Finishing Area,Cold Shear,ccl area full - cold shear problem :motor start not disabled since last stop,0:18, 0.30 ,22/11/2022,evening
03:51,03:57,E&A,E&A,MT,Mill Area,Hot Metal Detector s,one billet auto chopped due cobble detected at entry CB - The last bar descharged near than Hot Metal Detector  29,0:06, 0.10 ,22/11/2022,night
03:58,04:46,E&A,E&A,MT,Finishing Area,Twin Channel ,cobble detected from Fast Finishing Block  L2 to Twin Channel  2b - the last bar of billet hit in entry cooling bed due to when reached to Twin Channel  was in open position,0:50, 0.83 ,22/11/2022,night
13:32,13:50,E&A,E&A,MT,Finishing Area,Twin Channel ,one billet auto chopped - cobble detected in Twin Channel  2a,0:18, 0.30 ,23/11/2022,Afternoon
02:10,02:17,E&A,E&A,MT,Mill Area,Hot Metal Detector s,One billet auto chopped due to under shoot in line 2A - The last bar discharged near than Hot Metal Detector  28,0:07, 0.12 ,23/11/2022,night
04:23,04:35,E&A,E&A,MT,Finishing Area,HMI,"1 billet auto chopped , overshoot line 02 - bar of 29m overshoot",0:12, 0.20 ,24/11/2022,night
21:12,21:21,MECH,MECH,MT,Mill Area,Snap Shear,Fast Finishing Block  1 not redy to roll - snap shear not opned,0:09, 0.15 ,24/11/2022,evening
06:47,07:24,E&A,E&A,MT,,Pinch Roll 05,"cobble from dividing shear to Fast Finishing Block  2 - flat head from Pince roll 5 , tracking failure",0:37, 0.62 ,24/11/2022,night
07:32,08:00,E&A,E&A,MT,,Pinch Roll 05,"cobble from cut to length to Fast Finishing Block s and in water boxes - flat head from Pince roll 5 , tracking failure",0:28, 0.47 ,24/11/2022,night
20:38,20:44,E&A,E&A,MT,Mill Area,Hot Metal Detector ,Under shoot line 1 - last bar discharged near of Hot Metal Detector  in CB entry,0:06, 0.10 ,25/11/2022,evening
17:44,17:58,E&A,E&A,MT,Mill Area,Hot Metal Detector ,ane billet auta chapped due ta under shaat in line 2A - the last bar discharged near than Hot Metal Detector  28,0:14, 0.23 ,26/11/2022,Afternoon
01:51,02:23,MECH,MECH,MT,Finishing Area,Tying Machine,ccl area full - ail leakage fram TM 3,0:32, 0.53 ,26/11/2022,night
07:50,08:00,E&A,E&A,MT,,Hot Metal Detector ,ane billet auta chapped due ta under shaat in line 2A - the last bar discharged near than Hot Metal Detector  28,0:10, 0.17 ,26/11/2022,night
00:48,02:02,MECH,MECH,MT,Finishing Area,Twin Channel ,cobble from Fast Finishing Block  1 to Twin Channel  1a - front end of bar got hit in Twin Channel  due to flap of Twin Channel 1a damaged,1:14, 1.23 ,27/11/2022,night
11:17,11:41,E&A,E&A,MT,,Grease Unit,stopping alarm in mill - pumps of hydraulic and greasing units tripped,0:24, 0.40 ,29/11/2022,morning
04:17,04:25,E&A,E&A,MT,Mill Area,Fast Finishing Block ,Fast Finishing Block  line 01 stopped :half billet autochpped - Fast Finishing Block  line 01 rings cooling water pressure fault : Fast Finishing Block  booster pumps drop,0:08, 0.13 ,29/11/2022,night
13:43,14:30,MECH,MECH,MT,Finishing Area,Twin Channel ,"cobble detected in Twin Channel  2b ,front end of bar stocked in Twin Channel  2B ( in the last billet ) - front end of bar stocked in Twin Channel  2B (in the last billet)",0:45, 0.75 ,30/11/2022,Afternoon
23:02,23:33,E&A,E&A,MT,Furnace Area,DC Link E20-MCS,one billet rejected due to mill not ready - E20MCS dc link got triped,0:31, 0.52 ,30/11/2022,night
11:40,12:20,MECH,MECH,MT,Finishing Area,Vertical Transfer,ccl area full - chain of section 04 broken,0:40, 0.67 ,02/12/2022,morning
00:44,00:48,E&A,E&A,MT,Furnace Area,Furnace,half billet manualy chopped - two close billets,0:04, 0.07 ,02/12/2022,night
15:45,16:33,E&A,E&A,MT,Finishing Area,Photo cells,"the bundle of 09 m going without stop in weighing system , ph of storage area sensing ( storage area full)",0:48, 0.80 ,05/12/2022,Afternoon
17:27,04:23,E&A,E&A,MT,,General Power Trip,Cobble in all the mill - general Power tripped,5:28, 11.93 ,05/12/2022,Afternoon
05:45,05:48,MECH,MECH,MT,Mill Area,Fast Finishing Block ,"one billet auto chopped - Fast Finishing Block  1 going fault ,water pressure problem",0:03, 0.05 ,05/12/2022,night
08:00,08:17,E&A,E&A,MT,Finishing Area,Photo cells,CCL area full - PH 5 in finishing area keep sensing,0:17, 0.28 ,07/12/2022,morning
22:11,22:21,MECH,MECH,MT,Furnace Area,Furnace,"stop rolling , oil leackeg in pip of kick off - oil pipe in kick off",0:10, 0.17 ,07/12/2022,evening
22:21,22:26,E&A,E&A,MT,Finishing Area,Cold Shear,no rolling ccl are full - cold shear MCC fault,0:05, 0.08 ,07/12/2022,evening
20:57,22:25,E&A,E&A,MT,,DRM 01,Cobble from Stand1 to Stand 09 - DRM 01 tripped,1:28, 1.47 ,08/12/2022,evening
04:02,04:09,E&A,E&A,MT,Finishing Area,Photo cells,CCL area full - PH5 exit cold shear continue sinsing,0:07, 0.12 ,08/12/2022,night
06:05,06:13,E&A,E&A,MT,Finishing Area,Optimazation Problem,"1,5 billet auto chopped due to the last bar of 102m over shoot in line 2 - Optimizition failed",0:08, 0.13 ,08/12/2022,night
08:52,09:18,E&A,E&A,MT,Finishing Area,Photo cells,CCL area full - PH 05 Problem,0:26, 0.43 ,09/12/2022,morning
19:06,19:17,E&A,E&A,MT,Mill Area,Hot Metal Detector s,one billet auto chopped - downstream Hot Metal Detector  14 continuity alarm,0:07, 0.12 ,09/12/2022,evening
19:29,19:36,E&A,E&A,MT,Mill Area,Hot Metal Detector s,one billet auto chopped - downstream Hot Metal Detector  14 continuity alarm,0:10, 0.17 ,09/12/2022,evening
01:24,01:31,E&A,E&A,MT,Mill Area,Hot Metal Detector s,One billet auto chopped - Stand14downstream Hot Metal Detector  continuity alarm,0:07, 0.12 ,09/12/2022,night
08:41,08:49,E&A,E&A,MT,Mill Area,Stand 03,stop rolling - stand 03 spindel support unnlocked,0:08, 0.13 ,10/12/2022,morning
14:52,15:04,E&A,E&A,MT,Finishing Area,Optimazation Problem,stop rolling ; one bar of 77 m came out from cooling bed - optimization probelm,0:12, 0.20 ,10/12/2022,Afternoon
15:15,15:27,E&A,E&A,MT,Finishing Area,Optimazation Problem,one billet auto chopped ; over shoot line 01 - optimization probelm,0:12, 0.20 ,10/12/2022,Afternoon
15:50,16:37,E&A,E&A,MT,Mill Area,Hot Metal Detector s,stop rolling - elecrtical working on the problem of Hot Metal Detector  14 continuity alarm,0:47, 0.78 ,10/12/2022,Afternoon
19:51,20:00,E&A,E&A,MT,Furnace Area,Furnace,stop rolling - walking beams stopped,0:09, 0.15 ,10/12/2022,evening
20:00,21:50,E&A,E&A,MT,Furnace Area,Furnace,furnace wallking beams lost position - transducer not working,1:50, 1.83 ,10/12/2022,evening
09:23,09:32,E&A,E&A,MT,Finishing Area,Optimazation Problem,no rolling - over shoot line 01,0:09, 0.15 ,11/12/2022,morning
20:07,20:37,E&A,E&A,MT,Finishing Area,Photo cells,Bundling Area ccl area full - ph 0 and ph 5 problem,0:24, 0.40 ,13/12/2022,evening
09:58,10:01,MECH,MECH,MT,Mill Area,Air Oil Unit,Fast Finishing Block  1 delay alarm - air oil unit stopped,0:03, 0.05 ,14/12/2022,morning
16:16,16:28,E&A,E&A,MT,Finishing Area,Twin Channel ,cobble detected in CVAH 1 - loop in the middle of the billet,0:12, 0.20 ,14/12/2022,Afternoon
19:43,19:57,E&A,E&A,MT,Finishing Area,Twin Channel ,overshoot in both lines - cobble detected in CVAH 1,0:14, 0.23 ,14/12/2022,evening
20:02,21:00,E&A,E&A,MT,Finishing Area,Twin Channel ,cobble detected in CVAH 1 and BGV 01 - many bars stucked in Twin Channel  1B and caused cobble from Twin Channel 1B to Cut to lenght and BGV line 1,0:58, 0.97 ,14/12/2022,evening
22:15,22:20,E&A,E&A,MT,Mill Area,Hot Metal Detector s,Hot Metal Detector  24 line 01 not sensing,0:05, 0.08 ,14/12/2022,evening
23:07,23:21,E&A,E&A,MT,Finishing Area,Optimazation Problem,under shoot in line 1 - short bar descharged near Hot Metal Detector 24 m,0:14, 0.23 ,14/12/2022,night
15:25,15:38,E&A,E&A,MT,Finishing Area,Optimazation Problem,last bar of 24 m undershoot in line 2 - optimization failure,0:13, 0.22 ,15/12/2022,Afternoon
07:46,08:00,MECH,MECH,MT,Mill Area,Looper ,Cobble After stand 14 - front end of material got hit in exit supporting roller of looper 14,0:14, 0.23 ,15/12/2022,night
08:26,09:08,MECH,MECH,MT,Mill Area,Looper ,change roller of looper Stand 14,0:42, 0.70 ,16/12/2022,morning
06:23,06:33,E&A,E&A,MT,Finishing Area,Optimazation Problem,one billet auto chopped due to cobble detected at entry CB line 2B (under shoot),0:10, 0.17 ,16/12/2022,night
07:25,07:41,E&A,E&A,MT,Finishing Area,Optimazation Problem,one billet auto chopped due to cobble detected at entry CB line 1a,0:16, 0.27 ,16/12/2022,night
07:56,08:00,E&A,E&A,MT,Finishing Area,Optimazation Problem,one billet auto chopped due to cobble detected at entry CB line 2B (under shoot),0:04, 0.07 ,16/12/2022,night
23:01,23:04,E&A,E&A,MT,Finishing Area,Optimazation Problem,one billet auto chopped due to cobble detected at CB entry line 1A,0:03, 0.05 ,17/12/2022,night
23:39,23:53,E&A,E&A,MT,Finishing Area,Optimazation Problem,"one billet auto chopped due to the last bar of 36,7m under shoot",0:14, 0.23 ,17/12/2022,night
14:41,15:26,MECH,MECH,MT,Mill Exit Area,Booster Pumps,Stop Rolling - discharge of booster pumps of QTB line 01 was Open While Rolling without Alarms ; RE value For Line 01 deacreased,0:45, 0.75 ,18/12/2022,Afternoon
17:10,17:22,MECH,MECH,MT,Mill Exit Area,Booster Pumps,Stop Rolling - decrease in Re value of Line 01 without any change in QTB parameters,0:12, 0.20 ,18/12/2022,Afternoon
18:43,19:01,E&A,E&A,MT,Finishing Area,Photo cells,Ccl area full - PH 05 of vertical transfer continue sensing and vertical moter section 02 trip,0:19, 0.32 ,20/12/2022,evening
04:23,04:41,E&A,E&A,MT,Finishing Area,Optimazation Problem,"one billet auto chopped ,under shoot line A1 - last bar discharged near Hot Metal Detector  26",0:18, 0.30 ,20/12/2022,night
14:34,14:57,E&A,E&A,MT,Furnace Area,DC-Link,Furnace shutdown - Furnace DC-link tripped,0:23, 0.38 ,21/12/2022,Afternoon
17:16,17:34,E&A,E&A,MT,Mill Area,Hot Metal Detector s Or Tracking,cobble after stand 10 - 2 billet close with each other,0:17, 0.28 ,24/12/2022,Afternoon
22:49,23:05,E&A,E&A,MT,Finishing Area,Optimazation Problem,One billet auto chopped due to the last bar of 25m under shoot in line 2A - Optimization failer,0:16, 0.27 ,25/12/2022,evening
17:30,18:00,MECH,MECH,MT,,Cut to Length ,Extended Maintenance day activities,0:30, 0.50 ,26/12/2022,Afternoon
00:57,01:34,MECH,MECH,MT,Finishing Area,Twin Channel ,cobble in tail Braker and Twin Channel  1A - bar head hit in Twin Channel ,0:37, 0.62 ,26/12/2022,night
01:34,01:46,E&A,E&A,MT,Finishing Area,Tail Braker,tail Braker 2A fault - motor fan fault,0:12, 0.20 ,26/12/2022,night
08:07,08:25,MECH,MECH,MT,Finishing Area,Wheel Stopper,Ccl area full - Stopper 2 after cold shear in down position,0:18, 0.30 ,29/12/2022,morning
12:44,12:52,MECH,MECH,MT,Finishing Area,Twin Channel ,Stop rolling - Bar stucked at Twin Channel  2b,0:08, 0.13 ,29/12/2022,morning
16:39,16:47,MECH,MECH,MT,Finishing Area,Twin Channel ,Stop rolling - Bar stucked at Twin Channel  2b,0:08, 0.13 ,29/12/2022,Afternoon
05:55,06:33,E&A,E&A,MT,Finishing Area,Cold Shear,ccl area full - holder of cold shear in down position,0:38, 0.63 ,29/12/2022,night
09:21,09:30,E&A,E&A,MT,Finishing Area,Optimazation Problem,labt bar of 40 m discharged under cooling bed Hot Metal Detector  line 1 - optimization failure,0:09, 0.15 ,30/12/2022,morning
12:40,12:55,E&A,E&A,MT,Finishing Area,Diverter Drive,chopping shear diverter of CVR 1 stopped - drive tripped,0:15, 0.25 ,30/12/2022,morning
13:14,14:28,E&A,E&A,MT,,DRM 01,cobble from stand 1 to shear one - DRM 01 tripped,1:14, 1.23 ,30/12/2022,Afternoon
06:54,05:54,E&A,E&A,MT,Finishing Area,Vertical Transfer,two layer stuck in vertical transfer - syncronization between sections not the same,1:00, 1.00 ,30/12/2022,night
00:35,00:48,MECH,MECH,MT,Finishing Area,Twin Channel ,undershoot line 01 in the middle of billet - bar front stucked in Twin Channel  1B,0:13, 0.22 ,30/12/2022,night
13:06,13:34,MECH,MECH,MT,Mill Area,Diverter CVR 01,cobble from chopping shear diverter to stand 16 - diverter cvr 1 roller base damaged,0:28, 0.47 ,31/12/2022,Afternoon
18:02,18:18,E&A,E&A,MT,Mill Area,Diverter Drive,chopping shear diverter drive tripped,0:16, 0.27 ,31/12/2022,evening
18:58,19:11,E&A,E&A,MT,Mill Area,Diverter Drive,chopping shear diverter drive tripped,0:13, 0.22 ,31/12/2022,evening
19:27,19:40,E&A,E&A,MT,Mill Area,Diverter Drive,electrical team checked chopping shear dirverter,0:13, 0.22 ,31/12/2022,evening
